Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Kenya,KEN,2015,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -rural,per_allsp.avt_q1_rur,0.040074982
Kenya,KEN,2005,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -rural,per_allsp.avt_q1_rur,0.047561328
Kenya,KEN,2015,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor,per_allsp.avt_q1_tot,0.041969393
Kenya,KEN,2005,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor,per_allsp.avt_q1_tot,0.058136462
Kenya,KEN,2015,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -urban,per_allsp.avt_q1_urb,0.051260216
Kenya,KEN,2005,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -urban,per_allsp.avt_q1_urb,0.107473642
Kenya,KEN,2015,Average per capita transfer held by 2nd quintile -All Social Protection and Labor (preT),per_allsp.avt_q2_preT_tot,0.059534106
Kenya,KEN,2005,Average per capita transfer held by 2nd quintile -All Social Protection and Labor (preT),per_allsp.avt_q2_preT_tot,0.122448678
Kenya,KEN,2015,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -rural,per_allsp.avt_q2_rur,0.049733743
Kenya,KEN,2005,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -rural,per_allsp.avt_q2_rur,0.124012726
Kenya,KEN,2015,Average per capita transfer held by 2nd quintile -All Social Protection and Labor,per_allsp.avt_q2_tot,0.056416276
Kenya,KEN,2005,Average per capita transfer held by 2nd quintile -All Social Protection and Labor,per_allsp.avt_q2_tot,0.111334016
Kenya,KEN,2015,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -urban,per_allsp.avt_q2_urb,0.059492518
Kenya,KEN,2005,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -urban,per_allsp.avt_q2_urb,0.207155401
Kenya,KEN,2015,Average per capita transfer held by 3rd quintile -All Social Protection and Labor (preT),per_allsp.avt_q3_preT_tot,0.049900685
Kenya,KEN,2005,Average per capita transfer held by 3rd quintile -All Social Protection and Labor (preT),per_allsp.avt_q3_preT_tot,0.234217302
Kenya,KEN,2015,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -rural,per_allsp.avt_q3_rur,0.065455276
Kenya,KEN,2005,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -rural,per_allsp.avt_q3_rur,0.145730916
Kenya,KEN,2015,Average per capita transfer held by 3rd quintile -All Social Protection and Labor,per_allsp.avt_q3_tot,0.061596741
Kenya,KEN,2005,Average per capita transfer held by 3rd quintile -All Social Protection and Labor,per_allsp.avt_q3_tot,0.304129464
Kenya,KEN,2015,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -urban,per_allsp.avt_q3_urb,0.061485441
Kenya,KEN,2005,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -urban,per_allsp.avt_q3_urb,0.715555514
Kenya,KEN,2015,Average per capita transfer held by 4th quintile -All Social Protection and Labor (preT),per_allsp.avt_q4_preT_tot,0.066683248
Kenya,KEN,2005,Average per capita transfer held by 4th quintile -All Social Protection and Labor (preT),per_allsp.avt_q4_preT_tot,0.431971409
Kenya,KEN,2015,Average per capita transfer held by 4th quintile -All Social Protection and Labor -rural,per_allsp.avt_q4_rur,0.065055272
Kenya,KEN,2005,Average per capita transfer held by 4th quintile -All Social Protection and Labor -rural,per_allsp.avt_q4_rur,0.379965876
Kenya,KEN,2015,Average per capita transfer held by 4th quintile -All Social Protection and Labor,per_allsp.avt_q4_tot,0.083351111
Kenya,KEN,2005,Average per capita transfer held by 4th quintile -All Social Protection and Labor,per_allsp.avt_q4_tot,0.672606705
Kenya,KEN,2015,Average per capita transfer held by 4th quintile -All Social Protection and Labor -urban,per_allsp.avt_q4_urb,0.058205918
Kenya,KEN,2005,Average per capita transfer held by 4th quintile -All Social Protection and Labor -urban,per_allsp.avt_q4_urb,6.042493641
Kenya,KEN,2015,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor (preT),per_allsp.avt_q5_preT_tot,0.131381984
Kenya,KEN,2005,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor (preT),per_allsp.avt_q5_preT_tot,1.565030311
Kenya,KEN,2015,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -rural,per_allsp.avt_q5_rur,0.150835443
Kenya,KEN,2005,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -rural,per_allsp.avt_q5_rur,1.202424494
Kenya,KEN,2015,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor,per_allsp.avt_q5_tot,0.14364281
Kenya,KEN,2005,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor,per_allsp.avt_q5_tot,2.711095867
Kenya,KEN,2015,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -urban,per_allsp.avt_q5_urb,0.207566231
Kenya,KEN,2005,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -urban,per_allsp.avt_q5_urb,5.748532133
Kenya,KEN,2015,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor  (preT),per_allsp.ben_ep_preT_tot,30.876131
Kenya,KEN,2005,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor  (preT),per_allsp.ben_ep_preT_tot,43.55899233
Kenya,KEN,2015,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor,per_allsp.ben_ep_tot,19.54315721
Kenya,KEN,2005,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor,per_allsp.ben_ep_tot,4.333154101
Kenya,KEN,2015,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q1_preT_tot,24.81529145
Kenya,KEN,2005,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q1_preT_tot,42.52118763
Kenya,KEN,2015,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q1_rur,15.01874945
Kenya,KEN,2005,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q1_rur,4.572896132
Kenya,KEN,2015,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.ben_q1_urb,15.91413417
Kenya,KEN,2005,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.ben_q1_urb,1.088480633
Kenya,KEN,2015,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q2_preT_tot,16.88105475
Kenya,KEN,2005,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q2_preT_tot,4.877644301
Kenya,KEN,2015,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q2_rur,14.25175934
Kenya,KEN,2005,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q2_rur,9.253159716
Kenya,KEN,2015,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor,per_allsp.ben_q2_tot,16.24213083
Kenya,KEN,2005,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor,per_allsp.ben_q2_tot,4.540813926
Kenya,KEN,2015,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q2_urb,15.07334179
Kenya,KEN,2005,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q2_urb,1.246013556
Kenya,KEN,2015,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q3_preT_tot,13.08917736
Kenya,KEN,2005,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q3_preT_tot,8.065057896
Kenya,KEN,2015,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q3_rur,17.86715487
Kenya,KEN,2005,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q3_rur,8.446600393
Kenya,KEN,2015,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor,per_allsp.ben_q3_tot,16.33156533
Kenya,KEN,2005,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor,per_allsp.ben_q3_tot,10.40838856
Kenya,KEN,2015,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q3_urb,16.85734264
Kenya,KEN,2005,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q3_urb,5.376029374
Kenya,KEN,2015,Benefits incidence in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q4_preT_tot,16.85508743
Kenya,KEN,2005,Benefits incidence in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q4_preT_tot,11.54716179
Kenya,KEN,2015,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q4_rur,17.35720938
Kenya,KEN,2005,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q4_rur,19.67761433
Kenya,KEN,2015,Benefits incidence in 4th quintile (%) -All Social Protection and Labor,per_allsp.ben_q4_tot,21.5105163
Kenya,KEN,2005,Benefits incidence in 4th quintile (%) -All Social Protection and Labor,per_allsp.ben_q4_tot,18.48794842
Kenya,KEN,2015,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q4_urb,14.59828473
Kenya,KEN,2005,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q4_urb,44.78243588
Kenya,KEN,2015,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q5_preT_tot,28.35938901
Kenya,KEN,2005,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q5_preT_tot,32.98894839
Kenya,KEN,2015,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q5_rur,35.50512695
Kenya,KEN,2005,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q5_rur,58.04972943
Kenya,KEN,2015,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.ben_q5_tot,31.29470686
Kenya,KEN,2005,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.ben_q5_tot,63.09279195
Kenya,KEN,2015,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.ben_q5_urb,37.55689668
Kenya,KEN,2005,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.ben_q5_urb,47.50704056
Kenya,KEN,2015,Beneficiary incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor  (preT),per_allsp.bry_ep_preT_tot,33.0041169
Kenya,KEN,2005,Beneficiary incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor  (preT),per_allsp.bry_ep_preT_tot,40.86280977
Kenya,KEN,2015,Beneficiary incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor,per_allsp.bry_ep_tot,31.63487269
Kenya,KEN,2005,Beneficiary incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor,per_allsp.bry_ep_tot,38.20921797
Kenya,KEN,2015,Beneficiary incidence in 1st quintile (poorest) (%) -All Social Protection and Labor (preT),per_allsp.bry_q1_preT_tot,26.34563264
Kenya,KEN,2005,Beneficiary incidence in 1st quintile (poorest) (%) -All Social Protection and Labor (preT),per_allsp.bry_q1_preT_tot,34.1740325
Kenya,KEN,2015,Beneficiary incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.bry_q1_rur,26.0889932
Kenya,KEN,2005,Beneficiary incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.bry_q1_rur,29.24302809
Kenya,KEN,2015,Beneficiary incidence in 1st quintile (poorest) (%) -All Social Protection and Labor,per_allsp.bry_q1_tot,25.29320575
Kenya,KEN,2005,Beneficiary incidence in 1st quintile (poorest) (%) -All Social Protection and Labor,per_allsp.bry_q1_tot,32.18448238
Kenya,KEN,2015,Beneficiary incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.bry_q1_urb,24.45060499
Kenya,KEN,2005,Beneficiary incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.bry_q1_urb,25.75019155
Kenya,KEN,2015,Beneficiary incidence in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.bry_q2_preT_tot,20.58689419
Kenya,KEN,2005,Beneficiary incidence in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.bry_q2_preT_tot,21.47902311
Kenya,KEN,2015,Beneficiary incidence in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.bry_q2_rur,19.94868254
Kenya,KEN,2005,Beneficiary incidence in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.bry_q2_rur,22.69388161
Kenya,KEN,2015,Beneficiary incidence in 2nd quintile (%) -All Social Protection and Labor,per_allsp.bry_q2_tot,20.90237698
Kenya,KEN,2005,Beneficiary incidence in 2nd quintile (%) -All Social Protection and Labor,per_allsp.bry_q2_tot,21.99197991
Kenya,KEN,2015,Beneficiary incidence in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.bry_q2_urb,19.95419562
Kenya,KEN,2005,Beneficiary incidence in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.bry_q2_urb,15.29284309
Kenya,KEN,2015,Beneficiary incidence in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.bry_q3_preT_tot,19.04420877
Kenya,KEN,2005,Beneficiary incidence in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.bry_q3_preT_tot,18.56722572
Kenya,KEN,2015,Beneficiary incidence in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.bry_q3_rur,19.00236358
Kenya,KEN,2005,Beneficiary incidence in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.bry_q3_rur,17.62849497
Kenya,KEN,2015,Beneficiary incidence in 3rd quintile (%) -All Social Protection and Labor,per_allsp.bry_q3_tot,19.24984187
Kenya,KEN,2005,Beneficiary incidence in 3rd quintile (%) -All Social Protection and Labor,per_allsp.bry_q3_tot,18.45370189
Kenya,KEN,2015,Beneficiary incidence in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.bry_q3_urb,21.59254602
Kenya,KEN,2005,Beneficiary incidence in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.bry_q3_urb,19.10205213
Kenya,KEN,2015,Beneficiary incidence in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.bry_q4_preT_tot,18.35149093
Kenya,KEN,2005,Beneficiary incidence in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.bry_q4_preT_tot,14.41380852
Kenya,KEN,2015,Beneficiary incidence in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.bry_q4_rur,18.5735231
Kenya,KEN,2005,Beneficiary incidence in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.bry_q4_rur,15.75117043
Kenya,KEN,2015,Beneficiary incidence in 4th quintile (%) -All Social Protection and Labor,per_allsp.bry_q4_tot,18.73684799
Kenya,KEN,2005,Beneficiary incidence in 4th quintile (%) -All Social Protection and Labor,per_allsp.bry_q4_tot,14.82129083
Kenya,KEN,2015,Beneficiary incidence in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.bry_q4_urb,19.7524839
Kenya,KEN,2005,Beneficiary incidence in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.bry_q4_urb,18.84313833
Kenya,KEN,2015,Beneficiary incidence in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.bry_q5_preT_tot,15.67177346
Kenya,KEN,2005,Beneficiary incidence in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.bry_q5_preT_tot,11.36591016
Kenya,KEN,2015,Beneficiary incidence in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.bry_q5_rur,16.38643758
Kenya,KEN,2005,Beneficiary incidence in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.bry_q5_rur,14.6834249
Kenya,KEN,2015,Beneficiary incidence in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.bry_q5_tot,15.81772741
Kenya,KEN,2005,Beneficiary incidence in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.bry_q5_tot,12.54854499
Kenya,KEN,2015,Beneficiary incidence in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.bry_q5_urb,14.25016947
Kenya,KEN,2005,Beneficiary incidence in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.bry_q5_urb,21.01177489
Kenya,KEN,2015,Benefit-cost ratio - All Social Protection and Labor -extreme poor (<$2.15 a day),per_allsp.cba_ep_tot,0.250779389
Kenya,KEN,2005,Benefit-cost ratio - All Social Protection and Labor -extreme poor (<$2.15 a day),per_allsp.cba_ep_tot,0.098481243
Kenya,KEN,2015,Benefit-cost ratio - All Social Protection and Labor -1st quintile (poorest) -rural,per_allsp.cba_q1_rur,0.264133578
Kenya,KEN,2005,Benefit-cost ratio - All Social Protection and Labor -1st quintile (poorest) -rural,per_allsp.cba_q1_rur,0.148381509
Kenya,KEN,2015,Benefit-cost ratio - All Social Protection and Labor -1st quintile (poorest),per_allsp.cba_q1_tot,0.197262802
Kenya,KEN,2005,Benefit-cost ratio - All Social Protection and Labor -1st quintile (poorest),per_allsp.cba_q1_tot,0.082851391
Kenya,KEN,2015,Benefit-cost ratio - All Social Protection and Labor - 1st quintile (poorest) -urban,per_allsp.cba_q1_urb,0.07559765
Kenya,KEN,2005,Benefit-cost ratio - All Social Protection and Labor - 1st quintile (poorest) -urban,per_allsp.cba_q1_urb,0.016043902
Kenya,KEN,2015,Coverage in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor  (preT),per_allsp.cov_ep_preT_tot,34.11975195
Kenya,KEN,2005,Coverage in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor  (preT),per_allsp.cov_ep_preT_tot,34.72738185
Kenya,KEN,2015,Coverage in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor,per_allsp.cov_ep_tot,33.17380806
Kenya,KEN,2005,Coverage in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor,per_allsp.cov_ep_tot,33.22141594
Kenya,KEN,2015,Coverage (%) -All Social Protection and Labor (preT),per_allsp.cov_pop_preT_tot,27.40089335
Kenya,KEN,2005,Coverage (%) -All Social Protection and Labor (preT),per_allsp.cov_pop_preT_tot,21.57822071
Kenya,KEN,2015,Coverage (%) -All Social Protection and Labor -rural,per_allsp.cov_pop_rur,28.72677845
Kenya,KEN,2005,Coverage (%) -All Social Protection and Labor -rural,per_allsp.cov_pop_rur,24.11646148
Kenya,KEN,2015,Coverage (%) -All Social Protection and Labor -urban,per_allsp.cov_pop_urb,25.02357017
Kenya,KEN,2005,Coverage (%) -All Social Protection and Labor -urban,per_allsp.cov_pop_urb,11.37507062
